Entry,Entry name,Status,Protein names,Gene names,Organism,Length,Gene ontology (GO),Ensembl_Genome_Transcript
K1R071,K1R071_CRAGI,unreviewed,Scavenger receptor class F member 2,CGI_10021354,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),367,,EKC42742
K1S5T4,K1S5T4_CRAGI,unreviewed,Scavenger receptor class F member 2,CGI_10021353,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),303,,EKC42741
K1RG48,K1RG48_CRAGI,unreviewed,Uncharacterized protein,CGI_10021356,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),230,,EKC42744
K1R4I3,K1R4I3_CRAGI,unreviewed,Uncharacterized protein,CGI_10014103,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),234,,EKC40678
A0A076KXK6,A0A076KXK6_CRAGI,unreviewed,Putative tyrosinase (EC 1.14.18.1),TYR,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),699,metal ion binding [GO:0046872]; monophenol monooxygenase activity [GO:0004503],EKC18549
K1PI66,K1PI66_CRAGI,unreviewed,Putative tyrosinase-like protein tyr-3,CGI_10011913,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),698,metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491],EKC18549
K1S074,K1S074_CRAGI,unreviewed,Monocarboxylate transporter 5,CGI_10014094,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),563,integral component of membrane [GO:0016021]; transporter activity [GO:0005215]; transmembrane transport [GO:0055085],EKC40671
K1RGW6,K1RGW6_CRAGI,unreviewed,MAD protein,CGI_10014093,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),204,protein dimerization activity [GO:0046983],EKC40670
K1R4I1,K1R4I1_CRAGI,unreviewed,Uncharacterized protein,CGI_10014097,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),527,,EKC40673
K1QV06,K1QV06_CRAGI,unreviewed,Uncharacterized protein,CGI_10014096,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),155,,EKC40672
K1RD23,K1RD23_CRAGI,unreviewed,Uncharacterized protein,CGI_10004787,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),806,,EKC32026
K1REX3,K1REX3_CRAGI,unreviewed,Uncharacterized protein CXorf41,CGI_10024754,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),136,,EKC42299
K1QDH9,K1QDH9_CRAGI,unreviewed,Myosin-11,CGI_10005788,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),255,myosin complex [GO:0016459]; actin binding [GO:0003779]; ATP binding [GO:0005524]; motor activity [GO:0003774],EKC32023
K1Q9Z1,K1Q9Z1_CRAGI,unreviewed,Putative 2'-deoxynucleoside 5'-phosphate N-hydrolase 1 (EC 3.2.2.-),CGI_10009672,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),270,cytoplasm [GO:0005737]; nucleus [GO:0005634]; deoxyribonucleoside 5'-monophosphate N-glycosidase activity [GO:0070694]; nucleoside deoxyribosyltransferase activity [GO:0050144]; deoxyribonucleoside monophosphate catabolic process [GO:0009159]; nucleoside metabolic process [GO:0009116]; nucleotide metabolic process [GO:0009117],EKC28109
K1QZ27,K1QZ27_CRAGI,unreviewed,Hexosyltransferase (EC 2.4.1.-),CGI_10024752,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),306,Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; galactosyltransferase activity [GO:0008378]; protein glycosylation [GO:0006486],EKC42297
K1S4F4,K1S4F4_CRAGI,unreviewed,WD repeat-containing protein 49,CGI_10024751,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),841,,EKC42296
K1RQX8,K1RQX8_CRAGI,unreviewed,Uncharacterized protein,CGI_10022767,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),238,,EKC36816
K1RQX5,K1RQX5_CRAGI,unreviewed,Misshapen-like kinase 1,CGI_10022762,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),291,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC36811
K1QJ60,K1QJ60_CRAGI,unreviewed,Misshapen-like kinase 1,CGI_10022763,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),75,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC36812
K1QLU1,K1QLU1_CRAGI,unreviewed,Syntaxin-16,CGI_10009064,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),331,integral component of membrane [GO:0016021]; SNARE complex [GO:0031201]; SNAP receptor activity [GO:0005484]; intracellular protein transport [GO:0006886]; vesicle-mediated transport [GO:0016192],EKC32029
K1QT26,K1QT26_CRAGI,unreviewed,Uncharacterized protein,CGI_10022770,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),795,,EKC36818
K1QDI6,K1QDI6_CRAGI,unreviewed,Hemicentin-1,CGI_10009063,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),800,membrane [GO:0016020]; scavenger receptor activity [GO:0005044],EKC32028
K1R1I6,K1R1I6_CRAGI,unreviewed,Uncharacterized protein,CGI_10018151,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),414,,EKC39733
K1RBQ0,K1RBQ0_CRAGI,unreviewed,Caspase-7,CGI_10021185,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),404,cysteine-type endopeptidase activity [GO:0004197],EKC43168
K1RED2,K1RED2_CRAGI,unreviewed,UDP-N-acetylglucosamine transporter,CGI_10018153,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),324,Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; sugar:proton symporter activity [GO:0005351],EKC39735
K1RXL3,K1RXL3_CRAGI,unreviewed,GTPase IMAP family member 4,CGI_10018154,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),282,GTP binding [GO:0005525],EKC39736
K1RNI0,K1RNI0_CRAGI,unreviewed,Uncharacterized protein,CGI_10021181,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),110,,EKC43165
K1S6V2,K1S6V2_CRAGI,unreviewed,Acetylcholine receptor subunit alpha-type acr-16,CGI_10021183,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),386,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230],EKC43166
K1R1M1,K1R1M1_CRAGI,unreviewed,Neuronal acetylcholine receptor subunit alpha-6,CGI_10021184,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),372,integral component of membrane [GO:0016021]; extracellular ligand-gated ion channel activity [GO:0005230],EKC43167
K1S6U9,K1S6U9_CRAGI,unreviewed,Uncharacterized protein,CGI_10021177,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),179,integral component of membrane [GO:0016021],EKC43161
K1R1L8,K1R1L8_CRAGI,unreviewed,SH2 domain-containing adapter protein F,CGI_10021178,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),541,,EKC43162
K1RBP5,K1RBP5_CRAGI,unreviewed,Plasma kallikrein,CGI_10021179,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1027,serine-type endopeptidase activity [GO:0004252],EKC43163
K1QCV4,K1QCV4_CRAGI,unreviewed,Heat shock 70 kDa protein 12A,CGI_10001128,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),581,,EKC28944
K1QKG8,K1QKG8_CRAGI,unreviewed,Upstream activation factor subunit spp27,CGI_10013405,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),248,,EKC31589
K1R891,K1R891_CRAGI,unreviewed,Uncharacterized protein,CGI_10028170,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),600,,EKC41988
K1RE41,K1RE41_CRAGI,unreviewed,LIM/homeobox protein Lhx3,CGI_10028171,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),432,"nucleus [GO:0005634]; metal ion binding [GO:0046872]; sequence-specific DNA binding [GO:0043565]; regulation of transcription, DNA-templated [GO:0006355]",EKC41989
K1Q9K9,K1Q9K9_CRAGI,unreviewed,Ankyrin repeat domain-containing protein 53,CGI_10009170,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),688,,EKC30633
K1QYD1,K1QYD1_CRAGI,unreviewed,Uncharacterized protein,CGI_10028164,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),182,,EKC41982
K1R884,K1R884_CRAGI,unreviewed,Uncharacterized protein,CGI_10028165,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),215,,EKC41983
K1QX84,K1QX84_CRAGI,unreviewed,Ethanolamine-phosphate cytidylyltransferase,CGI_10008421,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),329,nucleotidyltransferase activity [GO:0016779]; biosynthetic process [GO:0009058],EKC33550
K1QIK3,K1QIK3_CRAGI,unreviewed,Transcription factor ETV7,CGI_10014448,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),453,"nucleus [GO:0005634]; sequence-specific DNA binding [GO:0043565]; transcription factor activity, sequence-specific DNA binding [GO:0003700]",EKC33558
K1PVH2,K1PVH2_CRAGI,unreviewed,Arylsulfatase B,CGI_10001026,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),491,sulfuric ester hydrolase activity [GO:0008484]; metabolic process [GO:0008152],EKC22964
K1P8T7,K1P8T7_CRAGI,unreviewed,Fibrillin-3,CGI_10006796,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),2469,proteinaceous extracellular matrix [GO:0005578]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201],EKC20122
K1QGG2,K1QGG2_CRAGI,unreviewed,Tripartite motif-containing protein 46,CGI_10011352,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),552,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC27910
K1RW73,K1RW73_CRAGI,unreviewed,Uncharacterized protein,CGI_10018546,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),298,integral component of membrane [GO:0016021],EKC39066
K1R4F2,K1R4F2_CRAGI,unreviewed,Uncharacterized protein,CGI_10018076,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1083,,EKC28781
A0A1B0QX22,A0A1B0QX22_CRAGI,unreviewed,Adipokinetic hormone receptor 1D,,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),428,integral component of membrane [GO:0016021]; vasopressin receptor activity [GO:0005000],EKC37071
B1GVI6,B1GVI6_CRAGI,unreviewed,G protein coupled receptor,gnrhr,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),451,integral component of membrane [GO:0016021]; vasopressin receptor activity [GO:0005000],EKC37071
B1VCT5,B1VCT5_CRAGI,unreviewed,Adipokinetic hormone receptor 1A (G Protein coupled receptor),gnrh,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),472,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; vasopressin receptor activity [GO:0005000],EKC37071
K1RRM9,K1RRM9_CRAGI,unreviewed,Uncharacterized protein,CGI_10018807,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),117,,EKC37071
Q8TA69,Q8TA69_CRAGI,unreviewed,"Actin 2 (Actin, adductor muscle)",actin 2 CGI_10018876,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),376,ATP binding [GO:0005524],EKC31894
K1RCN6,K1RCN6_CRAGI,unreviewed,Plancitoxin-1,CGI_10018878,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),352,deoxyribonuclease II activity [GO:0004531],EKC31896
K1QLT5,K1QLT5_CRAGI,unreviewed,26S protease regulatory subunit 4,CGI_10015357,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),879,"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; hydrolase activity, acting on ester bonds [GO:0016788]; peptidase activity [GO:0008233]; protein catabolic process [GO:0030163]",EKC29780
K1Q770,K1Q770_CRAGI,unreviewed,Nephrocystin-1,CGI_10015360,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),842,proteinaceous extracellular matrix [GO:0005578]; calcium ion binding [GO:0005509]; signal transduction [GO:0007165],EKC29783
K1QLT7,K1QLT7_CRAGI,unreviewed,Uncharacterized protein,CGI_10015362,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),398,,EKC29785
K1PSM7,K1PSM7_CRAGI,unreviewed,Ankyrin repeat domain-containing protein 6,CGI_10008442,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1089,,EKC19420
K1QUM0,K1QUM0_CRAGI,unreviewed,Tenascin-N,CGI_10006490,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),336,,EKC32605
K1QUL4,K1QUL4_CRAGI,unreviewed,Serine/threonine-protein phosphatase 4 catalytic subunit,CGI_10000223,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),105,hydrolase activity [GO:0016787],EKC32600
K1QFH1,K1QFH1_CRAGI,unreviewed,BTB/POZ domain-containing protein 6,CGI_10006495,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),442,,EKC32608
K1Q691,K1Q691_CRAGI,unreviewed,Uncharacterized protein,CGI_10023828,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),178,,EKC29438
K1QHX1,K1QHX1_CRAGI,unreviewed,Nucleolar protein 8,CGI_10015697,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),512,,EKC36387
K1QEB1,K1QEB1_CRAGI,unreviewed,Uncharacterized protein C5orf4-like protein,CGI_10023824,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),544,integral component of membrane [GO:0016021]; iron ion binding [GO:0005506]; oxidoreductase activity [GO:0016491]; lipid biosynthetic process [GO:0008610],EKC29434
K1PTQ1,K1PTQ1_CRAGI,unreviewed,Uncharacterized protein C4orf22-like protein,CGI_10007631,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),234,,EKC19780
K1Q0T1,K1Q0T1_CRAGI,unreviewed,Uncharacterized protein,CGI_10012326,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),319,,EKC30032
K1RV33,K1RV33_CRAGI,unreviewed,"Alpha-(1,3)-fucosyltransferase 11",CGI_10025923,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),458,Golgi cisterna membrane [GO:0032580]; integral component of membrane [GO:0016021]; fucosyltransferase activity [GO:0008417]; protein glycosylation [GO:0006486],EKC38571
K1RBI2,K1RBI2_CRAGI,unreviewed,E3 ubiquitin-protein ligase MARCH1,CGI_10025922,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),267,integral component of membrane [GO:0016021]; ligase activity [GO:0016874]; zinc ion binding [GO:0008270],EKC38570
K1QY49,K1QY49_CRAGI,unreviewed,ATPase family AAA domain-containing protein 5,CGI_10025926,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1526,ATP binding [GO:0005524]; regulation of TOR signaling [GO:0032006],EKC38573
K1QHX4,K1QHX4_CRAGI,unreviewed,Uncharacterized protein,CGI_10021666,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),367,,EKC30764
K1QY52,K1QY52_CRAGI,unreviewed,Kelch-like protein 29,CGI_10025931,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),571,,EKC38578
K1Q2W8,K1Q2W8_CRAGI,unreviewed,Tripartite motif-containing protein 2,CGI_10021670,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),577,intracellular [GO:0005622]; zinc ion binding [GO:0008270],EKC30767
K1QPI4,K1QPI4_CRAGI,unreviewed,Uncharacterized protein,CGI_10021661,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),190,,EKC30760
K1R9S5,K1R9S5_CRAGI,unreviewed,Cytosolic Fe-S cluster assembly factor NUBP2 homolog,CGI_10021663,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),273,"cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]",EKC30761
K1Q9W3,K1Q9W3_CRAGI,unreviewed,SPRY domain-containing SOCS box protein 3,CGI_10021665,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),326,intracellular [GO:0005622]; intracellular signal transduction [GO:0035556],EKC30763
K1QVZ5,K1QVZ5_CRAGI,unreviewed,Hsp90 co-chaperone Cdc37,CGI_10008523,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),270,protein kinase binding [GO:0019901],EKC41037
K1QGW5,K1QGW5_CRAGI,unreviewed,WD repeat and SOF domain-containing protein 1,CGI_10012435,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),444,,EKC36037
K1QY14,K1QY14_CRAGI,unreviewed,MAP kinase-activating death domain protein,CGI_10012431,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1626,kinase activity [GO:0016301],EKC36034
K1RNS1,K1RNS1_CRAGI,unreviewed,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8,CGI_10012428,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),136,,EKC36031
K1QQI8,K1QQI8_CRAGI,unreviewed,Uncharacterized protein,CGI_10012436,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),190,,EKC36038
K1QF94,K1QF94_CRAGI,unreviewed,Putative G-protein coupled receptor 83,CGI_10006573,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),339,integral component of membrane [GO:0016021]; G-protein coupled receptor activity [GO:0004930],EKC20201
K1PSQ1,K1PSQ1_CRAGI,unreviewed,DNA2-like helicase,CGI_10008467,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),1451,helicase activity [GO:0004386],EKC19435
K1PKP1,K1PKP1_CRAGI,unreviewed,Mitogen-activated protein kinase kinase kinase 2,CGI_10008499,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),325,ATP binding [GO:0005524]; protein kinase activity [GO:0004672],EKC19434
K1P724,K1P724_CRAGI,unreviewed,Ceramide glucosyltransferase,CGI_10008469,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),391,"integral component of membrane [GO:0016021]; transferase activity, transferring glycosyl groups [GO:0016757]",EKC19437
K1PD41,K1PD41_CRAGI,unreviewed,DNA primase (EC 2.7.7.-),CGI_10008498,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),441,DNA primase activity [GO:0003896],EKC19433
K1PUV8,K1PUV8_CRAGI,unreviewed,Uncharacterized protein,CGI_10001504,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),367,,EKC22779
K1Q3E5,K1Q3E5_CRAGI,unreviewed,Uncharacterized protein,CGI_10013426,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),469,,EKC25924
K1QWI9,K1QWI9_CRAGI,unreviewed,Polypeptide N-acetylgalactosaminyltransferase (EC 2.4.1.-) (Protein-UDP acetylgalactosaminyltransferase),CGI_10013428,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),569,"Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; carbohydrate binding [GO:0030246]; transferase activity, transferring glycosyl groups [GO:0016757]; protein glycosylation [GO:0006486]",EKC25926
K1QH85,K1QH85_CRAGI,unreviewed,Trafficking protein particle complex subunit,CGI_10022209,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),180,endoplasmic reticulum [GO:0005783]; Golgi apparatus [GO:0005794]; TRAPP complex [GO:0030008]; Golgi vesicle transport [GO:0048193],EKC33233
K1RGI5,K1RGI5_CRAGI,unreviewed,S-adenosylmethionine decarboxylase proenzyme,CGI_10022213,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),305,adenosylmethionine decarboxylase activity [GO:0004014]; spermidine biosynthetic process [GO:0008295]; spermine biosynthetic process [GO:0006597],EKC33236
K1QQ08,K1QQ08_CRAGI,unreviewed,Uncharacterized protein,CGI_10022216,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),151,,EKC33239
K1QW83,K1QW83_CRAGI,unreviewed,Serine/threonine-protein kinase DCLK1,CGI_10009696,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),701,intracellular [GO:0005622]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; intracellular signal transduction [GO:0035556],EKC37923
K1R9P5,K1R9P5_CRAGI,unreviewed,Mitochondrial import receptor subunit TOM70,CGI_10009693,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),587,integral component of membrane [GO:0016021],EKC37920
K1QM61,K1QM61_CRAGI,unreviewed,Uncharacterized protein,CGI_10009700,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),349,actin monomer binding [GO:0003785]; actin filament organization [GO:0007015],EKC37927
K1PSH2,K1PSH2_CRAGI,unreviewed,"28S ribosomal protein S12, mitochondrial",CGI_10006771,Crassostrea gigas (Pacific oyster) (Crassostrea angulata),148,small ribosomal subunit [GO:0015935]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],EKC27202
